,Year,County,Hospital,Surgery,Latitude,Longitude,Total_cases,Cost,renta_per_capita,Poblacion
3044,2014,Los Angeles,Long Beach Memorial Medical Center,Brain,33.80801,-118.1852,26,100,20683,10515.0
3045,2014,Los Angeles,Methodist Hospital of Southern California,Rectum,34.13603,-118.03879,10,52,20683,10515.0
3046,2014,Los Angeles,Methodist Hospital of Southern California,Stomach,34.13603,-118.03879,1,72,20683,10515.0
3047,2014,Los Angeles,Methodist Hospital of Southern California,Lung,34.13603,-118.03879,5,56,20683,10515.0
3048,2014,Los Angeles,Methodist Hospital of Southern California,Colon,34.13603,-118.03879,41,52,20683,10515.0
3049,2014,Los Angeles,Methodist Hospital of Southern California,Pancreas,34.13603,-118.03879,2,74,20683,10515.0
3050,2014,Los Angeles,Methodist Hospital of Southern California,Breast,34.13603,-118.03879,60,30,20683,10515.0
3051,2014,Los Angeles,Methodist Hospital of Southern California,Brain,34.13603,-118.03879,6,100,20683,10515.0
3052,2014,Los Angeles,Methodist Hospital of Southern California,Bladder,34.13603,-118.03879,1,65,20683,10515.0
3053,2014,Los Angeles,Olympia Medical Center,Breast,34.05754,-118.36008,10,30,20683,10515.0
3054,2014,Los Angeles,Olympia Medical Center,Stomach,34.05754,-118.36008,1,72,20683,10515.0
3055,2014,Los Angeles,Olympia Medical Center,Rectum,34.05754,-118.36008,3,52,20683,10515.0
3056,2014,Los Angeles,Olympia Medical Center,Prostate,34.05754,-118.36008,3,153,20683,10515.0
3057,2014,Los Angeles,Olympia Medical Center,Lung,34.05754,-118.36008,1,56,20683,10515.0
3058,2014,Los Angeles,Olympia Medical Center,Colon,34.05754,-118.36008,5,52,20683,10515.0
3059,2014,Los Angeles,Monterey Park Hospital,Lung,34.05308,-118.13665,1,56,20683,10515.0
3060,2014,Los Angeles,Monterey Park Hospital,Colon,34.05308,-118.13665,11,52,20683,10515.0
3061,2014,Los Angeles,Monterey Park Hospital,Breast,34.05308,-118.13665,33,30,20683,10515.0
3062,2014,Los Angeles,Monterey Park Hospital,Rectum,34.05308,-118.13665,3,52,20683,10515.0
3063,2014,Los Angeles,Monterey Park Hospital,Stomach,34.05308,-118.13665,2,72,20683,10515.0
3064,2014,Los Angeles,Cedars Sinai Medical Center,Breast,34.07681,-118.38061,662,30,20683,10515.0
3065,2014,Los Angeles,Cedars Sinai Medical Center,Colon,34.07681,-118.38061,131,52,20683,10515.0
3066,2014,Los Angeles,Cedars Sinai Medical Center,Stomach,34.07681,-118.38061,30,72,20683,10515.0
3067,2014,Los Angeles,Cedars Sinai Medical Center,Rectum,34.07681,-118.38061,59,52,20683,10515.0
3068,2014,Los Angeles,Cedars Sinai Medical Center,Prostate,34.07681,-118.38061,152,153,20683,10515.0
3069,2014,Los Angeles,Cedars Sinai Medical Center,Pancreas,34.07681,-118.38061,34,74,20683,10515.0
3070,2014,Los Angeles,Cedars Sinai Medical Center,Lung,34.07681,-118.38061,198,56,20683,10515.0
3071,2014,Los Angeles,Cedars Sinai Medical Center,Liver,34.07681,-118.38061,58,100,20683,10515.0
3072,2014,Los Angeles,Cedars Sinai Medical Center,Esophagus,34.07681,-118.38061,11,250,20683,10515.0
3073,2014,Los Angeles,Cedars Sinai Medical Center,Brain,34.07681,-118.38061,119,100,20683,10515.0
3074,2014,Los Angeles,Cedars Sinai Medical Center,Bladder,34.07681,-118.38061,21,65,20683,10515.0
3075,2014,Los Angeles,Northridge Hospital Medical Center,Stomach,34.22075,-118.53186,3,72,20683,10515.0
3076,2014,Los Angeles,Northridge Hospital Medical Center,Rectum,34.22075,-118.53186,5,52,20683,10515.0
3077,2014,Los Angeles,Northridge Hospital Medical Center,Prostate,34.22075,-118.53186,20,153,20683,10515.0
3078,2014,Los Angeles,Northridge Hospital Medical Center,Pancreas,34.22075,-118.53186,4,74,20683,10515.0
3079,2014,Los Angeles,Northridge Hospital Medical Center,Lung,34.22075,-118.53186,7,56,20683,10515.0
3080,2014,Los Angeles,Northridge Hospital Medical Center,Liver,34.22075,-118.53186,1,100,20683,10515.0
3081,2014,Los Angeles,Northridge Hospital Medical Center,Esophagus,34.22075,-118.53186,1,250,20683,10515.0
3082,2014,Los Angeles,Northridge Hospital Medical Center,Breast,34.22075,-118.53186,30,30,20683,10515.0
3083,2014,Los Angeles,Northridge Hospital Medical Center,Brain,34.22075,-118.53186,8,100,20683,10515.0
3084,2014,Los Angeles,Northridge Hospital Medical Center,Colon,34.22075,-118.53186,20,52,20683,10515.0
3085,2014,Los Angeles,Norwalk Community Hospital,Colon,33.91108,-118.0644,3,52,20683,10515.0
3086,2014,Los Angeles,College Medical Center,Breast,33.80759,-118.19355,1,30,20683,10515.0
3087,2014,Los Angeles,College Medical Center,Colon,33.80759,-118.19355,3,52,20683,10515.0
3088,2014,Los Angeles,College Medical Center,Stomach,33.80759,-118.19355,1,72,20683,10515.0
3089,2014,Los Angeles,Pomona Valley Hospital Medical Center,Stomach,34.07852,-117.75234,7,72,20683,10515.0
3090,2014,Los Angeles,Pomona Valley Hospital Medical Center,Rectum,34.07852,-117.75234,13,52,20683,10515.0
3091,2014,Los Angeles,Pomona Valley Hospital Medical Center,Prostate,34.07852,-117.75234,18,153,20683,10515.0
3092,2014,Los Angeles,Pomona Valley Hospital Medical Center,Pancreas,34.07852,-117.75234,4,74,20683,10515.0
3093,2014,Los Angeles,Pomona Valley Hospital Medical Center,Brain,34.07852,-117.75234,14,100,20683,10515.0
3094,2014,Los Angeles,Pomona Valley Hospital Medical Center,Breast,34.07852,-117.75234,157,30,20683,10515.0
3095,2014,Los Angeles,Pomona Valley Hospital Medical Center,Colon,34.07852,-117.75234,52,52,20683,10515.0
3096,2014,Los Angeles,Pomona Valley Hospital Medical Center,Bladder,34.07852,-117.75234,1,65,20683,10515.0
3097,2014,Los Angeles,Pomona Valley Hospital Medical Center,Lung,34.07852,-117.75234,9,56,20683,10515.0
3098,2014,Los Angeles,Presbyterian Intercommunity Hospital,Stomach,33.96775,-118.04671,8,72,20683,10515.0
3099,2014,Los Angeles,Presbyterian Intercommunity Hospital,Rectum,33.96775,-118.04671,16,52,20683,10515.0
3100,2014,Los Angeles,Presbyterian Intercommunity Hospital,Prostate,33.96775,-118.04671,22,153,20683,10515.0
3101,2014,Los Angeles,Presbyterian Intercommunity Hospital,Pancreas,33.96775,-118.04671,1,74,20683,10515.0
3102,2014,Los Angeles,Presbyterian Intercommunity Hospital,Lung,33.96775,-118.04671,21,56,20683,10515.0
3103,2014,Los Angeles,Presbyterian Intercommunity Hospital,Liver,33.96775,-118.04671,4,100,20683,10515.0
3104,2014,Los Angeles,Presbyterian Intercommunity Hospital,Colon,33.96775,-118.04671,46,52,20683,10515.0
3105,2014,Los Angeles,Presbyterian Intercommunity Hospital,Breast,33.96775,-118.04671,157,30,20683,10515.0
3106,2014,Los Angeles,Presbyterian Intercommunity Hospital,Brain,33.96775,-118.04671,8,100,20683,10515.0
3107,2014,Los Angeles,Presbyterian Intercommunity Hospital,Bladder,33.96775,-118.04671,6,65,20683,10515.0
3108,2014,Los Angeles,Citrus Valley Medical Center  Queen of the Valley Campus,Colon,34.06242,-117.94528,18,52,20683,10515.0
3109,2014,Los Angeles,Citrus Valley Medical Center  Queen of the Valley Campus,Lung,34.06242,-117.94528,4,56,20683,10515.0
3110,2014,Los Angeles,Citrus Valley Medical Center  Queen of the Valley Campus,Brain,34.06242,-117.94528,10,100,20683,10515.0
3111,2014,Los Angeles,Citrus Valley Medical Center  Queen of the Valley Campus,Prostate,34.06242,-117.94528,93,153,20683,10515.0
3112,2014,Los Angeles,Citrus Valley Medical Center  Queen of the Valley Campus,Stomach,34.06242,-117.94528,2,72,20683,10515.0
3113,2014,Los Angeles,Citrus Valley Medical Center  Queen of the Valley Campus,Breast,34.06242,-117.94528,34,30,20683,10515.0
3114,2014,Los Angeles,Citrus Valley Medical Center  Queen of the Valley Campus,Rectum,34.06242,-117.94528,4,52,20683,10515.0
3115,2014,Los Angeles,Silver Lake Medical Center  Downtown Campus,Colon,34.06879,-118.26324,3,52,20683,10515.0
3116,2014,Los Angeles,Silver Lake Medical Center  Downtown Campus,Breast,34.06879,-118.26324,1,30,20683,10515.0
3117,2014,Los Angeles,San Dimas Community Hospital,Colon,34.09922,-117.83218,8,52,20683,10515.0
3118,2014,Los Angeles,San Dimas Community Hospital,Rectum,34.09922,-117.83218,2,52,20683,10515.0
3119,2014,Los Angeles,San Dimas Community Hospital,Lung,34.09922,-117.83218,1,56,20683,10515.0
3120,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Rectum,33.73798,-118.30557,2,52,20683,10515.0
3121,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Stomach,33.73798,-118.30557,1,72,20683,10515.0
3122,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Prostate,33.73798,-118.30557,1,153,20683,10515.0
3123,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Lung,33.73798,-118.30557,4,56,20683,10515.0
3124,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Colon,33.73798,-118.30557,7,52,20683,10515.0
3125,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Breast,33.73798,-118.30557,15,30,20683,10515.0
3126,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Brain,33.73798,-118.30557,2,100,20683,10515.0
3127,2014,Los Angeles,Providence Little Company of Mary Medical Center  San Pedro,Bladder,33.73798,-118.30557,1,65,20683,10515.0
3128,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Rectum,34.02755,-118.48623,4,52,20683,10515.0
3129,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Prostate,34.02755,-118.48623,66,153,20683,10515.0
3130,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Liver,34.02755,-118.48623,1,100,20683,10515.0
3131,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Breast,34.02755,-118.48623,146,30,20683,10515.0
3132,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Brain,34.02755,-118.48623,5,100,20683,10515.0
3133,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Bladder,34.02755,-118.48623,5,65,20683,10515.0
3134,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Stomach,34.02755,-118.48623,12,72,20683,10515.0
3135,2014,Los Angeles,Santa Monica  UCLA Medical Center and Orthopedic Hospital,Colon,34.02755,-118.48623,31,52,20683,10515.0
3136,2014,Los Angeles,Pacifica Hospital of the Valley,Breast,34.24088,-118.39555,1,30,20683,10515.0
3137,2014,Los Angeles,Pacifica Hospital of the Valley,Stomach,34.24088,-118.39555,2,72,20683,10515.0
3138,2014,Los Angeles,Pacifica Hospital of the Valley,Colon,34.24088,-118.39555,3,52,20683,10515.0
3139,2014,Los Angeles,Sherman Oaks Hospital,Rectum,34.15995,-118.4488,1,52,20683,10515.0
3140,2014,Los Angeles,Sherman Oaks Hospital,Colon,34.15995,-118.4488,2,52,20683,10515.0
3141,2014,Los Angeles,Sherman Oaks Hospital,Breast,34.15995,-118.4488,2,30,20683,10515.0
3142,2014,Los Angeles,Saint Francis Medical Center,Pancreas,33.93085,-118.20415,1,74,20683,10515.0
3143,2014,Los Angeles,Saint Francis Medical Center,Rectum,33.93085,-118.20415,2,52,20683,10515.0
3144,2014,Los Angeles,Saint Francis Medical Center,Lung,33.93085,-118.20415,1,56,20683,10515.0
3145,2014,Los Angeles,Saint Francis Medical Center,Colon,33.93085,-118.20415,7,52,20683,10515.0
3146,2014,Los Angeles,Saint Francis Medical Center,Breast,33.93085,-118.20415,44,30,20683,10515.0
3147,2014,Los Angeles,Saint Francis Medical Center,Brain,33.93085,-118.20415,6,100,20683,10515.0
3148,2014,Los Angeles,Saint Francis Medical Center,Bladder,33.93085,-118.20415,1,65,20683,10515.0
3149,2014,Los Angeles,Saint Johns Health Center,Lung,34.0298085,-118.478687,24,56,20683,10515.0
3150,2014,Los Angeles,Saint Johns Health Center,Stomach,34.0298085,-118.478687,10,72,20683,10515.0
3151,2014,Los Angeles,Saint Johns Health Center,Prostate,34.0298085,-118.478687,16,153,20683,10515.0
3152,2014,Los Angeles,Saint Johns Health Center,Rectum,34.0298085,-118.478687,9,52,20683,10515.0
3153,2014,Los Angeles,Saint Johns Health Center,Pancreas,34.0298085,-118.478687,9,74,20683,10515.0
3154,2014,Los Angeles,Saint Johns Health Center,Liver,34.0298085,-118.478687,18,100,20683,10515.0
3155,2014,Los Angeles,Saint Johns Health Center,Esophagus,34.0298085,-118.478687,2,250,20683,10515.0
3156,2014,Los Angeles,Saint Johns Health Center,Colon,34.0298085,-118.478687,54,52,20683,10515.0
3157,2014,Los Angeles,Saint Johns Health Center,Breast,34.0298085,-118.478687,160,30,20683,10515.0
3158,2014,Los Angeles,Saint Johns Health Center,Brain,34.0298085,-118.478687,63,100,20683,10515.0
3159,2014,Los Angeles,Saint Johns Health Center,Bladder,34.0298085,-118.478687,3,65,20683,10515.0
3160,2014,Los Angeles,Providence Saint Joseph Medical Center,Pancreas,34.1559,-118.32711,2,74,20683,10515.0
3161,2014,Los Angeles,Providence Saint Joseph Medical Center,Prostate,34.1559,-118.32711,37,153,20683,10515.0
3162,2014,Los Angeles,Providence Saint Joseph Medical Center,Esophagus,34.1559,-118.32711,3,250,20683,10515.0
3163,2014,Los Angeles,Providence Saint Joseph Medical Center,Liver,34.1559,-118.32711,3,100,20683,10515.0
3164,2014,Los Angeles,Providence Saint Joseph Medical Center,Lung,34.1559,-118.32711,25,56,20683,10515.0
3165,2014,Los Angeles,Providence Saint Joseph Medical Center,Colon,34.1559,-118.32711,38,52,20683,10515.0
3166,2014,Los Angeles,Providence Saint Joseph Medical Center,Breast,34.1559,-118.32711,164,30,20683,10515.0
3167,2014,Los Angeles,Providence Saint Joseph Medical Center,Stomach,34.1559,-118.32711,5,72,20683,10515.0
3168,2014,Los Angeles,Providence Saint Joseph Medical Center,Brain,34.1559,-118.32711,21,100,20683,10515.0
3169,2014,Los Angeles,Providence Saint Joseph Medical Center,Bladder,34.1559,-118.32711,5,65,20683,10515.0
3170,2014,Los Angeles,Providence Saint Joseph Medical Center,Rectum,34.1559,-118.32711,19,52,20683,10515.0
3171,2014,Los Angeles,Saint Vincent Medical Center,Pancreas,34.06311,-118.27302,8,74,20683,10515.0
3172,2014,Los Angeles,Saint Vincent Medical Center,Stomach,34.06311,-118.27302,26,72,20683,10515.0
3173,2014,Los Angeles,Saint Vincent Medical Center,Rectum,34.06311,-118.27302,11,52,20683,10515.0
3174,2014,Los Angeles,Saint Vincent Medical Center,Prostate,34.06311,-118.27302,2,153,20683,10515.0
3175,2014,Los Angeles,Saint Vincent Medical Center,Lung,34.06311,-118.27302,8,56,20683,10515.0
3176,2014,Los Angeles,Saint Vincent Medical Center,Liver,34.06311,-118.27302,2,100,20683,10515.0
3177,2014,Los Angeles,Saint Vincent Medical Center,Colon,34.06311,-118.27302,39,52,20683,10515.0
3178,2014,Los Angeles,Saint Vincent Medical Center,Breast,34.06311,-118.27302,17,30,20683,10515.0
3179,2014,Los Angeles,Saint Vincent Medical Center,Brain,34.06311,-118.27302,12,100,20683,10515.0
3180,2014,Los Angeles,Coast Plaza Hospital,Stomach,33.91264,-118.09906,1,72,20683,10515.0
3181,2014,Los Angeles,Coast Plaza Hospital,Rectum,33.91264,-118.09906,1,52,20683,10515.0
3182,2014,Los Angeles,Coast Plaza Hospital,Colon,33.91264,-118.09906,2,52,20683,10515.0
3183,2014,Los Angeles,Temple Community Hospital,Colon,34.07534,-118.28366,2,52,20683,10515.0
3184,2014,Los Angeles,Temple Community Hospital,Breast,34.07534,-118.28366,2,30,20683,10515.0
3185,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Stomach,34.068889,-118.445,22,72,20683,10515.0
3186,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Rectum,34.068889,-118.445,33,52,20683,10515.0
3187,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Prostate,34.068889,-118.445,93,153,20683,10515.0
3188,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Pancreas,34.068889,-118.445,58,74,20683,10515.0
3189,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Lung,34.068889,-118.445,73,56,20683,10515.0
3190,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Liver,34.068889,-118.445,47,100,20683,10515.0
3191,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Esophagus,34.068889,-118.445,12,250,20683,10515.0
3192,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Colon,34.068889,-118.445,56,52,20683,10515.0
3193,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Breast,34.068889,-118.445,174,30,20683,10515.0
3194,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Brain,34.068889,-118.445,132,100,20683,10515.0
3195,2014,Los Angeles,Ronald Reagan UCLA Medical Center,Bladder,34.068889,-118.445,32,65,20683,10515.0
3196,2014,Los Angeles,Valley Presbyterian Hospital,Stomach,34.19399,-118.46196,2,72,20683,10515.0
3197,2014,Los Angeles,Valley Presbyterian Hospital,Rectum,34.19399,-118.46196,10,52,20683,10515.0
3198,2014,Los Angeles,Valley Presbyterian Hospital,Pancreas,34.19399,-118.46196,5,74,20683,10515.0
3199,2014,Los Angeles,Valley Presbyterian Hospital,Lung,34.19399,-118.46196,1,56,20683,10515.0
3200,2014,Los Angeles,Valley Presbyterian Hospital,Colon,34.19399,-118.46196,16,52,20683,10515.0
3201,2014,Los Angeles,Valley Presbyterian Hospital,Breast,34.19399,-118.46196,86,30,20683,10515.0
3202,2014,Los Angeles,Valley Presbyterian Hospital,Brain,34.19399,-118.46196,1,100,20683,10515.0
3203,2014,Los Angeles,Valley Presbyterian Hospital,Bladder,34.19399,-118.46196,2,65,20683,10515.0
3204,2014,Los Angeles,Valley Presbyterian Hospital,Liver,34.19399,-118.46196,6,100,20683,10515.0
3205,2014,Los Angeles,University of Southern California Verdugo Hills Hospital,Rectum,34.20557,-118.2152,4,52,20683,10515.0
3206,2014,Los Angeles,University of Southern California Verdugo Hills Hospital,Prostate,34.20557,-118.2152,4,153,20683,10515.0
3207,2014,Los Angeles,University of Southern California Verdugo Hills Hospital,Lung,34.20557,-118.2152,1,56,20683,10515.0
3208,2014,Los Angeles,University of Southern California Verdugo Hills Hospital,Colon,34.20557,-118.2152,8,52,20683,10515.0
3209,2014,Los Angeles,University of Southern California Verdugo Hills Hospital,Brain,34.20557,-118.2152,1,100,20683,10515.0
3210,2014,Los Angeles,University of Southern California Verdugo Hills Hospital,Breast,34.20557,-118.2152,27,30,20683,10515.0
3211,2014,Los Angeles,West Hills Hospital and Medical Center,Rectum,34.20365,-118.6294,7,52,20683,10515.0
3212,2014,Los Angeles,West Hills Hospital and Medical Center,Lung,34.20365,-118.6294,7,56,20683,10515.0
3213,2014,Los Angeles,West Hills Hospital and Medical Center,Colon,34.20365,-118.6294,24,52,20683,10515.0
3214,2014,Los Angeles,West Hills Hospital and Medical Center,Breast,34.20365,-118.6294,50,30,20683,10515.0
3215,2014,Los Angeles,West Hills Hospital and Medical Center,Brain,34.20365,-118.6294,6,100,20683,10515.0
3216,2014,Los Angeles,White Memorial Medical Center,Rectum,34.051,-118.21739,3,52,20683,10515.0
3217,2014,Los Angeles,White Memorial Medical Center,Stomach,34.051,-118.21739,8,72,20683,10515.0
3218,2014,Los Angeles,White Memorial Medical Center,Prostate,34.051,-118.21739,1,153,20683,10515.0
3219,2014,Los Angeles,White Memorial Medical Center,Lung,34.051,-118.21739,2,56,20683,10515.0
3220,2014,Los Angeles,White Memorial Medical Center,Esophagus,34.051,-118.21739,1,250,20683,10515.0
3221,2014,Los Angeles,White Memorial Medical Center,Colon,34.051,-118.21739,24,52,20683,10515.0
3222,2014,Los Angeles,White Memorial Medical Center,Breast,34.051,-118.21739,79,30,20683,10515.0
3223,2014,Los Angeles,White Memorial Medical Center,Brain,34.051,-118.21739,11,100,20683,10515.0
3224,2014,Los Angeles,Whittier Hospital Medical Center,Stomach,33.95379,-118.00303,3,72,20683,10515.0
3225,2014,Los Angeles,Whittier Hospital Medical Center,Rectum,33.95379,-118.00303,5,52,20683,10515.0
3226,2014,Los Angeles,Whittier Hospital Medical Center,Colon,33.95379,-118.00303,7,52,20683,10515.0
3227,2014,Los Angeles,Whittier Hospital Medical Center,Breast,33.95379,-118.00303,16,30,20683,10515.0
3228,2014,Los Angeles,Henry Mayo Newhall Hospital,Lung,34.39637,-118.55324,4,56,20683,10515.0
3229,2014,Los Angeles,Henry Mayo Newhall Hospital,Colon,34.39637,-118.55324,12,52,20683,10515.0
3230,2014,Los Angeles,Henry Mayo Newhall Hospital,Breast,34.39637,-118.55324,22,30,20683,10515.0
3231,2014,Los Angeles,Henry Mayo Newhall Hospital,Rectum,34.39637,-118.55324,4,52,20683,10515.0
3232,2014,Los Angeles,Henry Mayo Newhall Hospital,Brain,34.39637,-118.55324,4,100,20683,10515.0
3233,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Pancreas,33.83149,-118.29332,5,74,20683,10515.0
3234,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Rectum,33.83149,-118.29332,18,52,20683,10515.0
3235,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Prostate,33.83149,-118.29332,25,153,20683,10515.0
3236,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Liver,33.83149,-118.29332,2,100,20683,10515.0
3237,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Esophagus,33.83149,-118.29332,1,250,20683,10515.0
3238,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Colon,33.83149,-118.29332,42,52,20683,10515.0
3239,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Breast,33.83149,-118.29332,109,30,20683,10515.0
3240,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Brain,33.83149,-118.29332,14,100,20683,10515.0
3241,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Bladder,33.83149,-118.29332,3,65,20683,10515.0
3242,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Stomach,33.83149,-118.29332,6,72,20683,10515.0
3243,2014,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Lung,33.83149,-118.29332,8,56,20683,10515.0
3244,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Stomach,34.05982,-118.21031,19,72,20683,10515.0
3245,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Rectum,34.05982,-118.21031,21,52,20683,10515.0
3246,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Prostate,34.05982,-118.21031,28,153,20683,10515.0
3247,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Pancreas,34.05982,-118.21031,8,74,20683,10515.0
3248,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Lung,34.05982,-118.21031,9,56,20683,10515.0
3249,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Liver,34.05982,-118.21031,18,100,20683,10515.0
3250,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Esophagus,34.05982,-118.21031,2,250,20683,10515.0
3251,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Bladder,34.05982,-118.21031,10,65,20683,10515.0
3252,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Brain,34.05982,-118.21031,33,100,20683,10515.0
3253,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Breast,34.05982,-118.21031,131,30,20683,10515.0
3254,2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,Colon,34.05982,-118.21031,45,52,20683,10515.0
3255,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Stomach,34.32418,-118.45255,17,72,20683,10515.0
3256,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Rectum,34.32418,-118.45255,14,52,20683,10515.0
3257,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Prostate,34.32418,-118.45255,10,153,20683,10515.0
3258,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Pancreas,34.32418,-118.45255,2,74,20683,10515.0
3259,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Lung,34.32418,-118.45255,4,56,20683,10515.0
3260,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Esophagus,34.32418,-118.45255,2,250,20683,10515.0
3261,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Bladder,34.32418,-118.45255,3,65,20683,10515.0
3262,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Breast,34.32418,-118.45255,104,30,20683,10515.0
3263,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Colon,34.32418,-118.45255,36,52,20683,10515.0
3264,2014,Los Angeles,Los Angeles County/Olive View  UCLA Medical Center,Liver,34.32418,-118.45255,6,100,20683,10515.0
3265,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Pancreas,34.17198,-118.58829,2,74,20683,10515.0
3266,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Stomach,34.17198,-118.58829,7,72,20683,10515.0
3267,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Rectum,34.17198,-118.58829,15,52,20683,10515.0
3268,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Prostate,34.17198,-118.58829,9,153,20683,10515.0
3269,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Colon,34.17198,-118.58829,41,52,20683,10515.0
3270,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Liver,34.17198,-118.58829,4,100,20683,10515.0
3271,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Breast,34.17198,-118.58829,233,30,20683,10515.0
3272,2014,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Bladder,34.17198,-118.58829,9,65,20683,10515.0
3273,2014,Los Angeles,Keck Hospital of University of Southern California,Lung,34.06284,-118.20287,34,56,20683,10515.0
3274,2014,Los Angeles,Keck Hospital of University of Southern California,Prostate,34.06284,-118.20287,304,153,20683,10515.0
3275,2014,Los Angeles,Keck Hospital of University of Southern California,Rectum,34.06284,-118.20287,27,52,20683,10515.0
3276,2014,Los Angeles,Keck Hospital of University of Southern California,Pancreas,34.06284,-118.20287,41,74,20683,10515.0
3277,2014,Los Angeles,Keck Hospital of University of Southern California,Liver,34.06284,-118.20287,116,100,20683,10515.0
3278,2014,Los Angeles,Keck Hospital of University of Southern California,Esophagus,34.06284,-118.20287,45,250,20683,10515.0
3279,2014,Los Angeles,Keck Hospital of University of Southern California,Stomach,34.06284,-118.20287,27,72,20683,10515.0
3280,2014,Los Angeles,Keck Hospital of University of Southern California,Colon,34.06284,-118.20287,27,52,20683,10515.0
3281,2014,Los Angeles,Keck Hospital of University of Southern California,Breast,34.06284,-118.20287,98,30,20683,10515.0
3282,2014,Los Angeles,Keck Hospital of University of Southern California,Brain,34.06284,-118.20287,65,100,20683,10515.0
3283,2014,Los Angeles,Keck Hospital of University of Southern California,Bladder,34.06284,-118.20287,153,65,20683,10515.0
3284,2014,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Prostate,34.06348,-117.986,2,153,20683,10515.0
3285,2014,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Stomach,34.06348,-117.986,7,72,20683,10515.0
3286,2014,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Colon,34.06348,-117.986,68,52,20683,10515.0
3287,2014,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Rectum,34.06348,-117.986,17,52,20683,10515.0
